dataset,seed,budget,method,method_label,coverage_value,coverage_ratio,coverage_proxy_upper_bound,coverage_to_proxy_upper_bound,matched_rows,seed_n
australian,seed_1,budget_50,random,Random,1129058756.1541052,0.24543385331540254,4600201396.106918,0.2454368100295806,100,1
australian,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,11178.881766408595,0.1395153257220608,11178.881766408593,1.0000000000000002,50,2
australian,seed_2,budget_25,histdistill_importance,ImportanceSample,10159.20494189932,0.12678949613773452,11178.881766408593,0.9087854361629175,50,2
australian,seed_2,budget_25,histdistill_refined,HistDistill-Refined,9766.08772364433,0.12188329193074474,11178.881766408593,0.8736193769389738,50,2
australian,seed_2,budget_25,histdistill_density,HistDistill-Density,9766.08772364433,0.12188329193074474,11178.881766408593,0.8736193769389738,50,2
australian,seed_2,budget_25,herding,Herding,9677.152990758808,0.12077336354203844,11178.881766408593,0.8656637750510675,50,2
australian,seed_2,budget_25,random,Random,9744.419559035283,0.12161286765160848,11178.881766408593,0.8716810645870033,50,2
australian,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,21511.68894438161,0.2684714225107369,21511.688944381604,1.0000000000000004,100,2
australian,seed_2,budget_50,histdistill_importance,ImportanceSample,20555.022664395954,0.25653198076258515,21511.688944381604,0.9555280720886627,100,2
australian,seed_2,budget_50,histdistill_refined,HistDistill-Refined,19529.121046883705,0.24372846415718563,21511.688944381604,0.907837645727222,100,2
australian,seed_2,budget_50,histdistill_density,HistDistill-Density,19529.121046883705,0.24372846415718563,21511.688944381604,0.907837645727222,100,2
australian,seed_2,budget_50,herding,Herding,19408.181865247938,0.24221911199915722,21511.688944381604,0.90221562404643,100,2
australian,seed_2,budget_50,random,Random,19519.820536245017,0.24361239138727434,21511.688944381604,0.9074052988918464,100,2
bank_marketing,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,72303105837.10577,0.05165596708203311,72303105837.10577,1.0,50,0
bank_marketing,seed_0,budget_25,histdistill_importance,ImportanceSample,20900465843.638107,0.01493205254626921,72303105837.10577,0.2890673312253765,50,0
bank_marketing,seed_0,budget_25,histdistill_refined,HistDistill-Refined,18482164417.690983,0.01320433010050603,72303105837.10577,0.25562061551449955,50,0
bank_marketing,seed_0,budget_25,histdistill_density,HistDistill-Density,18482164417.690983,0.01320433010050603,72303105837.10577,0.25562061551449955,50,0
bank_marketing,seed_0,budget_25,herding,Herding,18733156739.129807,0.01338364813870064,72303105837.10577,0.259092006107378,50,0
bank_marketing,seed_0,budget_25,random,Random,22837665627.431145,0.01631605849047279,72303105837.10577,0.3158600915275055,50,0
bank_marketing,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,139823607180.252,0.09989506766232914,139823607180.25198,1.0000000000000002,100,0
bank_marketing,seed_0,budget_50,histdistill_importance,ImportanceSample,33792789649.482483,0.02414279731878266,139823607180.25198,0.24168157531452397,100,0
bank_marketing,seed_0,budget_50,histdistill_refined,HistDistill-Refined,36994548715.402214,0.02643025038181378,139823607180.25198,0.26458013393769136,100,0
bank_marketing,seed_0,budget_50,histdistill_density,HistDistill-Density,36994548715.402214,0.02643025038181378,139823607180.25198,0.26458013393769136,100,0
bank_marketing,seed_0,budget_50,herding,Herding,34117434515.915176,0.02437473541244602,139823607180.25198,0.24400339258829934,100,0
bank_marketing,seed_0,budget_50,random,Random,38151107603.09369,0.027256538092961642,139823607180.25198,0.27285169058692377,100,0
bank_marketing,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,106425013827.45863,0.047872244493099146,106425013827.45866,0.9999999999999997,50,1
bank_marketing,seed_1,budget_25,histdistill_importance,ImportanceSample,29851545751.79164,0.013427862918050135,106425013827.45866,0.28049369859785406,50,1
bank_marketing,seed_1,budget_25,histdistill_refined,HistDistill-Refined,30333740549.58531,0.013644764437938153,106425013827.45866,0.2850245394260773,50,1
bank_marketing,seed_1,budget_25,histdistill_density,HistDistill-Density,30333740549.58531,0.013644764437938153,106425013827.45866,0.2850245394260773,50,1
bank_marketing,seed_1,budget_25,herding,Herding,30679376223.007946,0.013800238746735999,106425013827.45866,0.28827223149575365,50,1
bank_marketing,seed_1,budget_25,random,Random,29378361836.945732,0.013215014685787462,106425013827.45866,0.2760475266141411,50,1
bank_marketing,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,202019316178.52252,0.09087260361653524,202019316178.52252,1.0,100,1
bank_marketing,seed_1,budget_50,histdistill_importance,ImportanceSample,65469151137.29738,0.029449422624286466,202019316178.52252,0.32407371916576,100,1
bank_marketing,seed_1,budget_50,histdistill_refined,HistDistill-Refined,59046449495.3589,0.026560354234710384,202019316178.52252,0.29228120663065765,100,1
bank_marketing,seed_1,budget_50,histdistill_density,HistDistill-Density,59046449495.3589,0.026560354234710384,202019316178.52252,0.29228120663065765,100,1
bank_marketing,seed_1,budget_50,herding,Herding,59536380988.23498,0.026780735885304836,202019316178.52252,0.2947063781545684,100,1
bank_marketing,seed_1,budget_50,random,Random,60428308076.85129,0.027181943741622177,202019316178.52252,0.29912143660288093,100,1
bank_marketing,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,106819387086.60326,0.04991970441744745,106819387086.60327,0.9999999999999999,50,2
bank_marketing,seed_2,budget_25,histdistill_importance,ImportanceSample,31221697574.87014,0.014590777543825864,106819387086.60327,0.292284934658512,50,2
bank_marketing,seed_2,budget_25,histdistill_refined,HistDistill-Refined,27593411109.88461,0.012895177214954303,106819387086.60327,0.2583183807964877,50,2
bank_marketing,seed_2,budget_25,histdistill_density,HistDistill-Density,27593411109.88461,0.012895177214954303,106819387086.60327,0.2583183807964877,50,2
bank_marketing,seed_2,budget_25,herding,Herding,30342784276.83581,0.014180036635802622,106819387086.60327,0.28405690300615144,50,2
bank_marketing,seed_2,budget_25,random,Random,26957150589.29208,0.012597834775657965,106819387086.60327,0.2523619665355008,50,2
bank_marketing,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,200216130380.01904,0.09356662981105196,200216130380.01907,0.9999999999999999,100,2
bank_marketing,seed_2,budget_50,histdistill_importance,ImportanceSample,63695181348.59306,0.029766549991150925,200216130380.01907,0.3181321166666082,100,2
bank_marketing,seed_2,budget_50,histdistill_refined,HistDistill-Refined,54371172641.48714,0.02540917843773552,200216130380.01907,0.271562398785194,100,2
bank_marketing,seed_2,budget_50,histdistill_density,HistDistill-Density,54371172641.48714,0.02540917843773552,200216130380.01907,0.271562398785194,100,2
bank_marketing,seed_2,budget_50,herding,Herding,58061928257.88211,0.027133972358319415,200216130380.01907,0.2899962562840367,100,2
bank_marketing,seed_2,budget_50,random,Random,56422179927.8752,0.02636767183754799,200216130380.01907,0.28180636505551976,100,2
breast_w,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,8394221895.803291,0.524950047463765,8394221895.803289,1.0000000000000002,50,0
breast_w,seed_0,budget_25,histdistill_importance,ImportanceSample,2061818696.0333104,0.12894010139111148,8394221895.803289,0.24562356364014173,50,0
breast_w,seed_0,budget_25,histdistill_refined,HistDistill-Refined,2733852690.62748,0.1709671387673629,8394221895.803289,0.3256826808443408,50,0
breast_w,seed_0,budget_25,histdistill_density,HistDistill-Density,2733852690.62748,0.1709671387673629,8394221895.803289,0.3256826808443408,50,0
breast_w,seed_0,budget_25,herding,Herding,1785835744.5489573,0.11168093606533747,8394221895.803289,0.21274583477972986,50,0
breast_w,seed_0,budget_25,random,Random,3007655318.6726475,0.18808995305225493,8394221895.803289,0.35830066872265215,50,0
breast_w,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,12702340588.575089,0.794367170375509,12702340588.575083,1.0000000000000004,100,0
breast_w,seed_0,budget_50,histdistill_importance,ImportanceSample,4182624524.539751,0.2615690852511272,12702340588.575083,0.3292798280264777,100,0
breast_w,seed_0,budget_50,histdistill_refined,HistDistill-Refined,5252324198.6546335,0.32846496930910335,12702340588.575083,0.41349262854585656,100,0
breast_w,seed_0,budget_50,histdistill_density,HistDistill-Density,5252324198.6546335,0.32846496930910335,12702340588.575083,0.41349262854585656,100,0
breast_w,seed_0,budget_50,herding,Herding,3853330680.7298975,0.24097601288739431,12702340588.575083,0.30335595663335574,100,0
breast_w,seed_0,budget_50,random,Random,5006756458.332102,0.31310788219155505,12702340588.575083,0.39416014894415197,100,0
breast_w,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,8478241791.859047,0.5264312507682906,8478241791.859043,1.0000000000000004,50,1
breast_w,seed_1,budget_25,histdistill_importance,ImportanceSample,1714625914.3843439,0.10646460514676492,8478241791.859043,0.20223838343826875,50,1
breast_w,seed_1,budget_25,histdistill_refined,HistDistill-Refined,2597765746.6391544,0.16130055084291328,8478241791.859043,0.3064038288143156,50,1
breast_w,seed_1,budget_25,histdistill_density,HistDistill-Density,2597765746.6391544,0.16130055084291328,8478241791.859043,0.3064038288143156,50,1
breast_w,seed_1,budget_25,herding,Herding,1787067865.9137654,0.11096267303489095,8478241791.859043,0.21078283797352176,50,1
breast_w,seed_1,budget_25,random,Random,2463206512.3243213,0.1529454947166774,8478241791.859043,0.2905327039256577,50,1
breast_w,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,12835836737.230947,0.7970031704835816,12835836737.230942,1.0000000000000004,100,1
breast_w,seed_1,budget_50,histdistill_importance,ImportanceSample,3577655887.025255,0.22214391965486366,12835836737.230942,0.27872400999368413,100,1
breast_w,seed_1,budget_50,histdistill_refined,HistDistill-Refined,5245826667.000719,0.3257240311634596,12835836737.230942,0.4086859917581341,100,1
breast_w,seed_1,budget_50,histdistill_density,HistDistill-Density,5245826667.000719,0.3257240311634596,12835836737.230942,0.4086859917581341,100,1
breast_w,seed_1,budget_50,herding,Herding,3831701377.7849503,0.23791812010065508,12835836737.230942,0.29851590170751563,100,1
breast_w,seed_1,budget_50,random,Random,5767932363.215887,0.35814263415207903,12835836737.230942,0.44936161789014745,100,1
breast_w,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,8915757778.934553,0.5253364682226681,8915757778.93455,1.0000000000000004,50,2
breast_w,seed_2,budget_25,histdistill_importance,ImportanceSample,2728845841.0962825,0.1607897244441459,8915757778.93455,0.3060699840392462,50,2
breast_w,seed_2,budget_25,histdistill_refined,HistDistill-Refined,2730757909.645354,0.16090238781651142,8915757778.93455,0.3062844434936729,50,2
breast_w,seed_2,budget_25,histdistill_density,HistDistill-Density,2730757909.645354,0.16090238781651142,8915757778.93455,0.3062844434936729,50,2
breast_w,seed_2,budget_25,herding,Herding,1884605978.6127617,0.11104521604826126,8915757778.93455,0.21137922601100273,50,2
breast_w,seed_2,budget_25,random,Random,3550667308.867687,0.20921329068420944,8915757778.93455,0.39824627327325157,50,2
breast_w,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,13511063808.013845,0.7961022179857057,13511063808.013842,1.0000000000000002,100,2
breast_w,seed_2,budget_50,histdistill_importance,ImportanceSample,4078530557.2902956,0.24031617857177343,13511063808.013842,0.3018659829636205,100,2
breast_w,seed_2,budget_50,histdistill_refined,HistDistill-Refined,5655601402.718528,0.3332407340180533,13511063808.013842,0.4185903851156421,100,2
breast_w,seed_2,budget_50,histdistill_density,HistDistill-Density,5655601402.718528,0.3332407340180533,13511063808.013842,0.4185903851156421,100,2
breast_w,seed_2,budget_50,herding,Herding,4059379683.9572964,0.2391877661126656,13511063808.013842,0.300448561389337,100,2
breast_w,seed_2,budget_50,random,Random,6094908059.341935,0.35912566866741386,13511063808.013842,0.45110497189176557,100,2
credit_approval,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,5528314733.803934,0.6658388157865364,5528314733.803934,1.0,50,0
credit_approval,seed_0,budget_25,histdistill_importance,ImportanceSample,1312044554.7725413,0.15802468467778547,5528314733.803934,0.23733173995138063,50,0
credit_approval,seed_0,budget_25,histdistill_refined,HistDistill-Refined,982588144.0533855,0.11834444270003099,5528314733.803934,0.17773737411243304,50,0
credit_approval,seed_0,budget_25,histdistill_density,HistDistill-Density,982588144.0533855,0.11834444270003099,5528314733.803934,0.17773737411243304,50,0
credit_approval,seed_0,budget_25,herding,Herding,1303559530.7990546,0.15700273520738342,5528314733.803934,0.2357969098300774,50,0
credit_approval,seed_0,budget_25,random,Random,793834311.6495771,0.09561063786174455,5528314733.803934,0.14359426875527292,50,0
credit_approval,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,7675865589.479332,0.9244931774567818,7675865589.47933,1.0000000000000002,100,0
credit_approval,seed_0,budget_50,histdistill_importance,ImportanceSample,2238467551.493555,0.26960450977028555,7675865589.47933,0.2916241204850742,100,0
credit_approval,seed_0,budget_50,histdistill_refined,HistDistill-Refined,2100282515.3266735,0.25296128931864054,7675865589.47933,0.27362158584503565,100,0
credit_approval,seed_0,budget_50,histdistill_density,HistDistill-Density,2100282515.3266735,0.25296128931864054,7675865589.47933,0.27362158584503565,100,0
credit_approval,seed_0,budget_50,herding,Herding,2185459279.828438,0.26322011117290195,7675865589.47933,0.2847182841273126,100,0
credit_approval,seed_0,budget_50,random,Random,2096517970.031507,0.2525078816343816,7675865589.47933,0.27313114665595883,100,0
credit_approval,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,4179672827.6629996,0.7154066947110583,4179672827.6629987,1.0000000000000002,50,1
credit_approval,seed_1,budget_25,histdistill_importance,ImportanceSample,581791079.6000324,0.09958129509906137,4179672827.6629987,0.13919536374939953,50,1
credit_approval,seed_1,budget_25,histdistill_refined,HistDistill-Refined,953252441.5076082,0.16316185656701598,4179672827.6629987,0.2280686744662273,50,1
credit_approval,seed_1,budget_25,histdistill_density,HistDistill-Density,953252441.5076082,0.16316185656701598,4179672827.6629987,0.2280686744662273,50,1
credit_approval,seed_1,budget_25,herding,Herding,1114385211.7746158,0.19074187714264815,4179672827.6629987,0.2666202015619743,50,1
credit_approval,seed_1,budget_25,random,Random,569512863.3460934,0.09747971479137746,4179672827.6629987,0.13625776151109129,50,1
credit_approval,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,5842366115.459363,0.9999988047604352,5842366115.459364,0.9999999999999999,100,1
credit_approval,seed_1,budget_50,histdistill_importance,ImportanceSample,758562583.3350943,0.12983809327934245,5842366115.459364,0.12983824846715403,100,1
credit_approval,seed_1,budget_50,histdistill_refined,HistDistill-Refined,1581975386.7965589,0.27077616580223535,5842366115.459364,0.2707764894450087,100,1
credit_approval,seed_1,budget_50,histdistill_density,HistDistill-Density,1581975386.7965589,0.27077616580223535,5842366115.459364,0.2707764894450087,100,1
credit_approval,seed_1,budget_50,herding,Herding,1857309061.7246652,0.31790319283154983,5842366115.459364,0.3179035728024778,100,1
credit_approval,seed_1,budget_50,random,Random,1343711932.691173,0.22999420099297502,5842366115.459364,0.22999447589147226,100,1
credit_approval,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,5482677140.93435,0.7519865914462527,5482677140.93435,1.0,50,2
credit_approval,seed_2,budget_25,histdistill_importance,ImportanceSample,473326171.1633736,0.06491991502435851,5482677140.93435,0.0863312135652602,50,2
credit_approval,seed_2,budget_25,histdistill_refined,HistDistill-Refined,758703226.0636994,0.10406132592182644,5482677140.93435,0.1383818901899451,50,2
credit_approval,seed_2,budget_25,histdistill_density,HistDistill-Density,758703226.0636994,0.10406132592182644,5482677140.93435,0.1383818901899451,50,2
credit_approval,seed_2,budget_25,herding,Herding,1212423202.8334968,0.16629211756462003,5482677140.93435,0.22113707804922422,50,2
credit_approval,seed_2,budget_25,random,Random,963447864.5275095,0.13214345055502294,5482677140.93435,0.17572580689354983,50,2
credit_approval,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,7290917076.887114,0.9999990406568546,7290917076.887114,1.0,100,2
credit_approval,seed_2,budget_50,histdistill_importance,ImportanceSample,1654099804.5429552,0.22687107811681076,7290917076.887114,0.22687129576423323,100,2
credit_approval,seed_2,budget_50,histdistill_refined,HistDistill-Refined,1781262094.1010704,0.24431225406557586,7290917076.887114,0.244312488445087,100,2
credit_approval,seed_2,budget_50,histdistill_density,HistDistill-Density,1781262094.1010704,0.24431225406557586,7290917076.887114,0.244312488445087,100,2
credit_approval,seed_2,budget_50,herding,Herding,1931416168.299755,0.264906910206352,7290917076.887114,0.2649071643432243,100,2
credit_approval,seed_2,budget_50,random,Random,1628343038.40081,0.22333836183970215,7290917076.887114,0.22333857609803423,100,2
credit_g,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,49414069771.745316,0.47823373681948034,49414069771.745316,1.0,50,0
credit_g,seed_0,budget_25,histdistill_importance,ImportanceSample,11340196125.859959,0.10975142089261375,49414069771.745316,0.2294932633204039,50,0
credit_g,seed_0,budget_25,histdistill_refined,HistDistill-Refined,9398307690.320473,0.09095765289689212,49414069771.745316,0.1901949734910192,50,0
credit_g,seed_0,budget_25,histdistill_density,HistDistill-Density,9398307690.320473,0.09095765289689212,49414069771.745316,0.1901949734910192,50,0
credit_g,seed_0,budget_25,herding,Herding,5380831207.800733,0.0520761602431868,49414069771.745316,0.10889269458387055,50,0
credit_g,seed_0,budget_25,random,Random,12247053498.172714,0.1185280667330947,49414069771.745316,0.24784547305543955,50,0
credit_g,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,80094497872.46216,0.7751616329754212,80094497872.46216,1.0,100,0
credit_g,seed_0,budget_50,histdistill_importance,ImportanceSample,21502323280.410328,0.20810138610705928,80094497872.46216,0.2684619274928146,100,0
credit_g,seed_0,budget_50,histdistill_refined,HistDistill-Refined,18969710114.096584,0.18359053193052302,80094497872.46216,0.23684161356879785,100,0
credit_g,seed_0,budget_50,histdistill_density,HistDistill-Density,18969710114.096584,0.18359053193052302,80094497872.46216,0.23684161356879785,100,0
credit_g,seed_0,budget_50,herding,Herding,16875099966.678276,0.16331870970242082,80094497872.46216,0.210689877768498,100,0
credit_g,seed_0,budget_50,random,Random,18518391170.22513,0.17922262728267552,80094497872.46216,0.23120678276443835,100,0
credit_g,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,58127129249.205154,0.4400531462230587,58127129249.205154,1.0,50,1
credit_g,seed_1,budget_25,histdistill_importance,ImportanceSample,9764964002.708136,0.07392594796353869,58127129249.205154,0.16799322672281575,50,1
credit_g,seed_1,budget_25,histdistill_refined,HistDistill-Refined,14185940535.989422,0.10739508118888791,58127129249.205154,0.244050251908551,50,1
credit_g,seed_1,budget_25,histdistill_density,HistDistill-Density,14185940535.989422,0.10739508118888791,58127129249.205154,0.244050251908551,50,1
credit_g,seed_1,budget_25,herding,Herding,7707860781.1755705,0.05835258735837215,58127129249.205154,0.13260349996178367,50,1
credit_g,seed_1,budget_25,random,Random,8597600466.598475,0.06508838788640559,58127129249.205154,0.14791028866638964,50,1
credit_g,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,91736577248.69215,0.6944944634879533,91736577248.69217,0.9999999999999999,100,1
credit_g,seed_1,budget_50,histdistill_importance,ImportanceSample,18965904778.84028,0.14358194145653141,91736577248.69217,0.2067431045244351,100,1
credit_g,seed_1,budget_50,histdistill_refined,HistDistill-Refined,28145480699.992218,0.21307619168482012,91736577248.69217,0.30680761746420476,100,1
credit_g,seed_1,budget_50,histdistill_density,HistDistill-Density,28145480699.992218,0.21307619168482012,91736577248.69217,0.30680761746420476,100,1
credit_g,seed_1,budget_50,herding,Herding,21335009099.770245,0.16151731558598972,91736577248.69217,0.23256818315700137,100,1
credit_g,seed_1,budget_50,random,Random,27024017526.596466,0.20458612165727194,91736577248.69217,0.2945827971468352,100,1
credit_g,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,50440749746.04054,0.4975833386332283,50440749746.04053,1.0000000000000002,50,2
credit_g,seed_2,budget_25,histdistill_importance,ImportanceSample,11806185196.059984,0.11646458619181921,50440749746.04053,0.23406046213630557,50,2
credit_g,seed_2,budget_25,histdistill_refined,HistDistill-Refined,10298653175.556797,0.10159322088430106,50440749746.04053,0.20417327711044214,50,2
credit_g,seed_2,budget_25,histdistill_density,HistDistill-Density,10298653175.556797,0.10159322088430106,50440749746.04053,0.20417327711044214,50,2
credit_g,seed_2,budget_25,herding,Herding,5261201878.481123,0.051900227675016786,50440749746.04053,0.10430459311113063,50,2
credit_g,seed_2,budget_25,random,Random,5484696962.628107,0.05410494173453967,50440749746.04053,0.10873543692832682,50,2
credit_g,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,80320384286.03365,0.7923372506271228,80320384286.03363,1.0000000000000002,100,2
credit_g,seed_2,budget_50,histdistill_importance,ImportanceSample,16279414810.985792,0.16059169646425392,80320384286.03363,0.20268098759353806,100,2
credit_g,seed_2,budget_50,histdistill_refined,HistDistill-Refined,19005434202.796906,0.18748308560865837,80320384286.03363,0.23662030967276673,100,2
credit_g,seed_2,budget_50,histdistill_density,HistDistill-Density,19005434202.796906,0.18748308560865837,80320384286.03363,0.23662030967276673,100,2
credit_g,seed_2,budget_50,herding,Herding,16606297080.74206,0.16381629506646042,80320384286.03363,0.20675071749662455,100,2
credit_g,seed_2,budget_50,random,Random,16190418917.724495,0.15971377783860782,80320384286.03363,0.20157297629538032,100,2
diabetes,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,9694061461.416023,0.7095551449476188,9694061461.416023,1.0,50,0
diabetes,seed_0,budget_25,histdistill_importance,ImportanceSample,1297390507.9710464,0.09496227289264492,9694061461.416023,0.13383353438957205,50,0
diabetes,seed_0,budget_25,histdistill_refined,HistDistill-Refined,1181906888.8081245,0.08650946944587852,9694061461.416023,0.12192071336790163,50,0
diabetes,seed_0,budget_25,histdistill_density,HistDistill-Density,1181906888.8081245,0.08650946944587852,9694061461.416023,0.12192071336790163,50,0
diabetes,seed_0,budget_25,herding,Herding,129978155.32965572,0.00951372850399551,9694061461.416023,0.013408018491216546,50,0
diabetes,seed_0,budget_25,random,Random,2417272696.2006273,0.17693185515248608,9694061461.416023,0.2493560316098443,50,0
diabetes,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,12018230596.279482,0.8796723010987965,12018230596.279484,0.9999999999999999,100,0
diabetes,seed_0,budget_50,histdistill_importance,ImportanceSample,2331641922.9504066,0.17066412557728472,12018230596.279484,0.194008752309364,100,0
diabetes,seed_0,budget_50,histdistill_refined,HistDistill-Refined,2924692109.213382,0.21407233095641284,12018230596.279484,0.2433546340938729,100,0
diabetes,seed_0,budget_50,histdistill_density,HistDistill-Density,2924692109.213382,0.21407233095641284,12018230596.279484,0.2433546340938729,100,0
diabetes,seed_0,budget_50,herding,Herding,935015102.4545245,0.06843826802532182,12018230596.279484,0.07779973058130368,100,0
diabetes,seed_0,budget_50,random,Random,2826133587.5556965,0.2068583570818933,12018230596.279484,0.23515388267143006,100,0
diabetes,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,7199045375.560478,0.7029378777375719,7199045375.56048,0.9999999999999998,50,1
diabetes,seed_1,budget_25,histdistill_importance,ImportanceSample,843602953.8499304,0.0823720978402986,7199045375.56048,0.11718261378290755,50,1
diabetes,seed_1,budget_25,histdistill_refined,HistDistill-Refined,1121522282.9816532,0.10950903242128023,7199045375.56048,0.1557876391207407,50,1
diabetes,seed_1,budget_25,histdistill_density,HistDistill-Density,1121522282.9816532,0.10950903242128023,7199045375.56048,0.1557876391207407,50,1
diabetes,seed_1,budget_25,herding,Herding,138569803.88492396,0.013530400043324703,7199045375.56048,0.019248358171952158,50,1
diabetes,seed_1,budget_25,random,Random,1118370309.3321064,0.10920126360578992,7199045375.56048,0.15534980695201353,50,1
diabetes,seed_1,budget_50,histdistill_greedy,HistDistill-Greedy,8958828290.79613,0.8747687251877143,8958828290.796131,0.9999999999999998,100,1
diabetes,seed_1,budget_50,histdistill_importance,ImportanceSample,1610792027.525698,0.15728289936182838,8958828290.796131,0.17979940849860335,100,1
diabetes,seed_1,budget_50,histdistill_refined,HistDistill-Refined,2020781318.4121983,0.1973155685556173,8958828290.796131,0.2255631264289608,100,1
diabetes,seed_1,budget_50,histdistill_density,HistDistill-Density,2020781318.4121983,0.1973155685556173,8958828290.796131,0.2255631264289608,100,1
diabetes,seed_1,budget_50,herding,Herding,718327123.135129,0.07013976397094611,8958828290.796131,0.08018092319875175,100,1
diabetes,seed_1,budget_50,random,Random,2483124876.8079967,0.24246027632863604,8958828290.796131,0.2771707187823925,100,1
diabetes,seed_2,budget_25,histdistill_greedy,HistDistill-Greedy,9148258561.992798,0.5918795505018364,9148258561.992798,1.0,50,2
diabetes,seed_2,budget_25,histdistill_importance,ImportanceSample,849698268.4674059,0.054974291095367146,9148258561.992798,0.09288087592949637,50,2
diabetes,seed_2,budget_25,histdistill_refined,HistDistill-Refined,1661819401.647908,0.10751739402611879,9148258561.992798,0.18165417935956413,50,2
diabetes,seed_2,budget_25,histdistill_density,HistDistill-Density,1661819401.647908,0.10751739402611879,9148258561.992798,0.18165417935956413,50,2
diabetes,seed_2,budget_25,herding,Herding,315493274.4007928,0.020411974166809822,9148258561.992798,0.0344867028257745,50,2
diabetes,seed_2,budget_25,random,Random,2446575765.421104,0.15829003459984073,9148258561.992798,0.26743622830968145,50,2
diabetes,seed_2,budget_50,histdistill_greedy,HistDistill-Greedy,12972620473.063555,0.8393104242076866,12972620473.063553,1.0000000000000002,100,2
diabetes,seed_2,budget_50,histdistill_importance,ImportanceSample,3254592380.584597,0.21056758094815964,12972620473.063553,0.2508816462597096,100,2
diabetes,seed_2,budget_50,histdistill_refined,HistDistill-Refined,3656888470.7797494,0.23659557604906378,12972620473.063553,0.28189281251023574,100,2
diabetes,seed_2,budget_50,histdistill_density,HistDistill-Density,3656888470.7797494,0.23659557604906378,12972620473.063553,0.28189281251023574,100,2
diabetes,seed_2,budget_50,herding,Herding,1469798911.0818849,0.09509393650431887,12972620473.063553,0.11330007797066032,100,2
diabetes,seed_2,budget_50,random,Random,4192635923.3240223,0.27125768788659077,12972620473.063553,0.3231911341297345,100,2
electricity,seed_0,budget_25,histdistill_greedy,HistDistill-Greedy,12234119300.676044,0.04349262668040652,12234119300.67604,1.0000000000000002,50,0
electricity,seed_0,budget_25,histdistill_importance,ImportanceSample,708601683.7651832,0.0025190982480776994,12234119300.67604,0.057920122106870975,50,0
electricity,seed_0,budget_25,histdistill_refined,HistDistill-Refined,820950663.2017145,0.0029185019240160004,12234119300.67604,0.06710337238221552,50,0
electricity,seed_0,budget_25,histdistill_density,HistDistill-Density,820950663.2017145,0.0029185019240160004,12234119300.67604,0.06710337238221552,50,0
electricity,seed_0,budget_25,herding,Herding,379529190.27395207,0.001349236588365607,12234119300.67604,0.031022191376945278,50,0
electricity,seed_0,budget_25,random,Random,1725042028.3199959,0.006132571303402849,12234119300.67604,0.14100255081088447,50,0
electricity,seed_0,budget_50,histdistill_greedy,HistDistill-Greedy,21976894301.453606,0.07812845665115076,21976894301.45358,1.000000000000001,100,0
electricity,seed_0,budget_50,histdistill_importance,ImportanceSample,1254267762.6629648,0.004458955991687494,21976894301.45358,0.05707211153033602,100,0
electricity,seed_0,budget_50,histdistill_refined,HistDistill-Refined,2041614905.9620667,0.007257996488987541,21976894301.45358,0.09289824476368491,100,0
electricity,seed_0,budget_50,histdistill_density,HistDistill-Density,2041614905.9620667,0.007257996488987541,21976894301.45358,0.09289824476368491,100,0
electricity,seed_0,budget_50,herding,Herding,531689210.50784236,0.0018901695965429916,21976894301.45358,0.024193100408763206,100,0
electricity,seed_0,budget_50,random,Random,2579872219.0440626,0.009171515868725838,21976894301.45358,0.11739020917407,100,0
electricity,seed_1,budget_25,histdistill_greedy,HistDistill-Greedy,9791211762.30217,0.04370748211052575,9791211762.302168,1.0000000000000002,50,1
electricity,seed_1,budget_25,histdistill_importance,ImportanceSample,223993016.93524683,0.0009998936820337003,9791211762.302168,0.0228769454050272,50,1
